"SC","名称","市場","業種","時価総額(百万円)","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"6977","日本抵抗器製作所","東証ST","電気機器","1075","1240000","3.46","30","17.88","0.71","48.5","1218.38","86700","100","20250423","910","20250407","680"
"6981","村田製作所","東証PR","電気機器","3908337","1963001843","3.01","60","20.95","1.44","95.04","1385.77","199100","100","20250212","2798","20250501","1826"
"6982","リード","東証ST","輸送用機器","1409","2632960","1.87","10","-","0.52","-34.74","1026.76","53500","100","20250121","648","20250407","470"
"6986","双葉電子工業","東証PR","電気機器","21595","42426739","1.96","10","-","0.28","-21.22","1850.02","50900","100","20250324","575","20250409","426"
"6988","日東電工","東証PR","化学","1855600","706760750","2.29","60","14.6","1.75","179.87","1502.42","262550","100","20250319","3027","20250409","2254"
"6989","北陸電気工業","東証ST","電気機器","14222","8450099","4.75","80","7.62","0.62","220.87","2733.24","168300","100","20250502","1697","20250407","1290"
"6993","大黒屋ホールディングス","東証ST","小売","3540","168569594","0","0","-","7.27","-5.86","2.89","2100","100","20250127","26","20250407","18"
"6994","指月電機製作所","東証ST","電気機器","13092","33061003","2.53","10","12.5","0.44","31.68","901.43","39600","100","20250321","454","20250407","321"
"6995","東海理化電機製作所","東証PR","輸送用機器","196384","94234171","4.56","95","12.66","0.56","164.63","3716.86","208400","100","20250326","2445","20250407","1859"
"6996","ニチコン","東証PR","電気機器","82040","70000000","2.99","35","13.14","0.7","89.16","1678.09","117200","100","20250319","1335","20250407","978"
"6997","日本ケミコン","東証PR","電気機器","21611","21939933","0","0","35.07","0.39","28.09","2531.18","98500","100","20250210","1055","20250407","714"
"6998","日本タングステン","東証ST","電気機器","6053","5155520","4.26","50","9.49","0.46","123.77","2572.43","117400","100","20250204","1350","20250407","1000"
"6999","KOA","東証PR","電気機器","31033","37479724","3.62","30","99.16","0.39","8.35","2104.37","82800","100","20250127","1044","20250407","727"
"7003","三井E＆S","東証PR","機械","183000","103098717","1.13","20","4.71","1.12","376.66","1577.89","177500","100","20250321","1964","20250407","1141"
"7004","カナデビア","東証PR","機械","157619","170214843","2.48","23","8.66","0.94","106.93","988.95","92600","100","20250131","1077","20250407","749"
"7011","三菱重工業","東証PR","機械","9417538","3373647810","0.79","22","39.1","4.01","71.4","695.9","279150","100","20250321","2932","20250225","1978"
"7012","川崎重工業","東証PR","輸送用機器","1415917","167921800","1.66","140","18.11","2.12","465.65","3986.32","843200","100","20250318","10035","20250407","5980"
"7013","IHI","東証PR","機械","1736282","154679954","1.07","120","18.88","3.78","594.61","2966.22","1122500","100","20250318","12130","20250110","7977"
"7014","名村造船所","東証ST","輸送用機器","140436","69385551","1.73","35","6.38","1.39","317.17","1455.41","202400","100","20250321","2674","20250407","1555"
"7018","内海造船","東証ST","輸送用機器","12144","2253000","0.74","40","13.05","0.87","413","6194.6","539000","100","20250317","6720","20250407","4090"
"7021","ニッチツ","東証ST","機械","3555","2130000","2.1","35","13.15","0.3","126.93","5649.59","166900","100","20250108","1820","20250407","1491"
"7022","サノヤスホールディングス","東証ST","機械","7972","33924582","2.13","5","6.67","0.86","35.23","274.3","23500","100","20250501","287","20250117","145"
"7030","スプリックス","東証ST","サービス","16980","17968200","4.02","38","19.52","1.67","48.41","564.66","94500","100","20250423","1025","20250407","767"
"7031","インバウンドテック","東証GR","サービス","2198","2492275","0","0","-","1.03","0","854.67","88200","100","20250501","899","20250407","642"
"7033","マネジメントソリューションズ","東証PR","サービス","31813","16849900","1.69","32","14.79","5.59","127.64","337.73","188800","100","20250219","2027","20250407","1374"
"7034","プロレド・パートナーズ","東証PR","サービス","4467","11195600","0","0","-","0.71","-","560.47","39900","100","20250227","475","20250407","281"
"7035","and_factory","東証ST","サービス","2433","11261970","0","0","-","2.29","-33.74","94.21","21600","100","20250210","238","20250407","180"
"7036","イーエムネットジャパン","東証GR","サービス","3151","3909000","-","-","38.44","2.21","20.97","364.08","80600","100","20250203","1034","20250407","634"
"7037","テノ.ホールディングス","東証ST","サービス","2120","4701300","2","9","13.74","1.19","32.83","379.8","45100","100","20250327","609","20250407","385"
"7038","フロンティア・マネジメント","東証PR","サービス","8612","11813801","-","-","85.56","3.24","8.52","225.09","72900","100","20250212","816","20250407","565"
"7039","ブリッジインターナショナル","東証GR","サービス","6972","3768600","4.59","85","10.54","1.52","175.53","1216.1","185000","100","20250325","1932","20250107","1400"
"7040","サン・ライフホールディング","東証ST","サービス","6274","6820000","3.59","33","7.04","0.89","130.65","1028.23","92000","100","20250217","972","20250407","860"
"7041","CRGホールディングス","東証GR","サービス","1531","5527200","0","0","6.12","0.54","45.23","513.11","27700","100","20250416","363","20250407","234"
"7042","アクセスグループ・ホールディングス","東証ST","サービス","1645","3213200","2.93","15","8.35","1.54","61.33","331.57","51200","100","20250324","615","20250407","418"
"7043","アルー","東証GR","サービス","1775","2554400","1.01","7","36.81","1.49","18.88","466","69500","100","20250227","722","20250114","586"
"7044","ピアラ","東証ST","サービス","2247","7366660","-","-","13.09","4.87","23.3","62.64","30500","100","20250416","345","20250407","195"
"7046","TDSE","東証GR","サービス","2666","2200000","0.83","10","20.35","1.16","59.56","1042.3","121200","100","20250207","1649","20250407","957"
"7047","ポート","東証GR","サービス","26970","14046990","0.13","2.5","12.93","3.06","148.51","627.03","192000","100","20250214","2034","20250407","1360"
"7048","ベルトラ","東証GR","サービス","11895","36598980","0","0","29.73","4.77","10.93","68.2","32500","100","20250423","350","20250110","219"
"7049","識学","東証GR","サービス","7343","9132996","0","0","14.79","2.75","54.35","292.55","80400","100","20250204","914","20250114","607"
"7050","フロンティアインターナショナル","東証GR","サービス","8083","4619000","5.37","94","9.35","0.9","187.2","1934.2","175000","100","20250402","2170","20250203","1590"
"7057","エヌ・シー・エヌ","東証ST","サービス","3574","3219500","2.61","29","15.85","1.69","70.05","655.94","111000","100","20250130","1460","20250407","875"
"7058","共栄セキュリティーサービス","東証ST","サービス","3772","1506500","3.59","90","10.93","0.75","228.99","3318.19","250400","100","20250422","2626","20250407","2311"
"7059","コプロ・ホールディングス","東証PR","サービス","32600","20000000","3.68","60","17.73","3.98","91.96","409.81","163000","100","20250214","1789","20250407","1309"
"7060","ギークス","東証ST","サービス","4287","10330469","2.41","10","12.75","1.44","32.54","287.54","41500","100","20250410","445","20250407","350"
"7061","日本ホスピスホールディングス","東証GR","サービス","12271","8428100","1.72","25","10.94","3.5","133.08","416.26","145600","100","20250319","1733","20250407","1209"
"7062","フレアス","東証GR","サービス","1677","2399600","0","0","-","1.07","-92.93","653.93","69900","100","20250106","1090","20250407","641"
"7063","Birdman","東証GR","サービス","3015","13706300","0","0","-","-","-","-214.96","22000","100","20250107","340","20250414","158"
"7064","ハウテレビジョン","東証GR","サービス","2455","1362355","0","0","90.78","1.87","19.85","966.01","180200","100","20250312","2596","20250407","1700"
"7065","ユーピーアール","東証ST","サービス","4956","7660000","3.86","25","13.04","0.55","49.61","1169.01","64700","100","20250114","874","20250407","601"
"7066","ピアズ","東証GR","サービス","5727","10012600","-","-","15.68","2.04","36.48","280.2","57200","100","20250107","721","20250407","472"
"7067","ブランディングテクノロジー","東証GR","サービス","1410","1600015","1.14","10","19.06","1.19","46.23","739.51","88100","100","20250106","1238","20250407","822"
"7068","フィードフォースグループ","東証GR","サービス","12613","25024958","1.98","10","10.91","4.33","46.19","116.44","50400","100","20250328","539","20250407","380"
"7069","サイバー・バズ","東証GR","サービス","2778","4037100","0","0","9.23","10.07","74.56","68.35","68800","100","20250127","928","20250407","576"
"7071","アンビスホールディングス","東証PR","サービス","44641","98112000","0.88","4","7.66","1.31","59.43","346.62","45500","100","20250213","779","20250407","372"
"7072","インティメート・マージャー","東証GR","サービス","3120","3340350","0","0","36.87","1.92","25.33","487.65","93400","100","20250424","972","20250121","613"
"7073","ジェイック","東証GR","サービス","1952","932200","2.15","45","13.82","2.01","151.5","1042.38","209400","100","20250206","2629","20250407","1650"
"7074","トゥエンティーフォーセブン","東証GR","サービス","2164","8486200","0","0","-","9.62","-1.3","26.52","25500","100","20250219","452","20250407","207"
"7075","QLSホールディングス","東証GR","サービス","5489","7478380","1.36","10","12.94","3.46","56.71","212.24","73400","100","20250217","893","20250407","536"
"7077","ALiNKインターネット","東証GR","サービス","2180","2136900","0","0","1854.55","1.11","0.55","919.3","102000","100","20250220","1227","20250407","921"
"7078","INCLUSIVE","東証GR","サービス","4825","10051989","0","0","-","1.81","-16.75","265.26","48000","100","20250109","969","20250407","352"
"7079","WDBココ","東証GR","サービス","8225","2405000","2.34","80","10.24","2.04","333.91","1680.35","342000","100","20250325","3680","20250409","2906"
"7080","スポーツフィールド","東証GR","サービス","4467","7445120","2.83","17","6.73","2.48","89.15","241.89","60000","100","20250326","668","20250407","468"
"7081","コーユーレンティア","東証ST","サービス","11772","11053800","2.91","31","8.4","1.07","126.78","996.2","106500","100","20250428","1100","20250407","954"
"7082","ジモティー","東証GR","サービス","8435","4985413","0","0","18.02","6.25","93.89","270.58","169200","100","20250422","1777","20250407","1140"
"7083","AHCグループ","東証GR","サービス","2102","2135870","1.22","12","18.59","1.73","52.92","567.47","98400","100","20250117","1369","20250407","838"
"7084","Smile_Holdings","東証GR","サービス","4493","3258000","6.89","95","32.94","0.68","41.86","2037.79","137900","100","20250228","1723","20250106","824"
"7085","カーブスホールディングス","東証PR","サービス","63166","93857493","2.53","17","15.49","3.05","43.45","220.82","67300","100","20250106","780","20250407","547"
"7087","ウイルテック","東証ST","サービス","5828","6461000","4.43","40","9.59","0.72","94.09","1254.87","90200","100","20250303","1002","20250407","701"
"7088","フォーラムエンジニアリング","東証PR","サービス","55503","53419200","4.81","50","19.95","4.4","52.07","235.94","103900","100","20250305","1122","20250407","833"
"7089","フォースタートアップス","東証GR","サービス","3757","3647600","0","0","10.61","1.71","97.11","603.6","103000","100","20250321","1182","20250409","832"
"7090","リグア","東証GR","サービス","1606","1511800","0","0","-","3.28","-162.9","324.14","106200","100","20250422","1454","20250407","650"
